County,Vote type,Total ballots,Contest,Ballots cast,Undervotes
Bleckley,Advance in Person,1157,Commissioner Of Agriculture,1143,14
Bleckley,Election Day,1855,Commissioner Of Agriculture,1837,18
Bleckley,Provisional,5,Commissioner Of Agriculture,5,0
Brantley,Absentee by Mail,143,Commissioner Of Agriculture,142,1
Brantley,Advance in Person,747,Commissioner Of Agriculture,735,12
Brantley,Election Day,2086,Commissioner Of Agriculture,2066,20
Brantley,Provisional,4,Commissioner Of Agriculture,4,0
Brooks,Absentee by Mail,1016,Commissioner Of Agriculture,1007,9
Brooks,Advance in Person,1259,Commissioner Of Agriculture,1259,0
Brooks,Election Day,2355,Commissioner Of Agriculture,2355,0
Brooks,Provisional,26,Commissioner Of Agriculture,25,1
Bryan,Absentee by Mail,237,Commissioner Of Agriculture,226,11
Bryan,Advance in Person,2852,Commissioner Of Agriculture,2817,35
Bryan,Election Day,4863,Commissioner Of Agriculture,4813,50
Bryan,Provisional,3,Commissioner Of Agriculture,3,0
Bulloch,Absentee by Mail,541,Commissioner Of Agriculture,534,7
Bulloch,Advance in Person,3846,Commissioner Of Agriculture,3820,26
Bulloch,Election Day,9455,Commissioner Of Agriculture,9336,119
Bulloch,Provisional,12,Commissioner Of Agriculture,11,1
Burke,Absentee by Mail,594,Commissioner Of Agriculture,589,5
Burke,Advance in Person,1260,Commissioner Of Agriculture,1242,18
Burke,Election Day,4049,Commissioner Of Agriculture,3998,51
Burke,Provisional,0,Commissioner Of Agriculture,0,0
Butts,Absentee by Mail,183,Commissioner Of Agriculture,180,3
Butts,Advance in Person,3252,Commissioner Of Agriculture,3226,26
Butts,Election Day,2671,Commissioner Of Agriculture,2653,18
Butts,Provisional,0,Commissioner Of Agriculture,0,0
Calhoun,Absentee by Mail,91,Commissioner Of Agriculture,91,0
Calhoun,Advance in Person,320,Commissioner Of Agriculture,316,4
Calhoun,Election Day,1044,Commissioner Of Agriculture,1035,9
Calhoun,Provisional,2,Commissioner Of Agriculture,2,0
Camden,Absentee by Mail,586,Commissioner Of Agriculture,581,5
Camden,Advance in Person,2509,Commissioner Of Agriculture,2478,31
Camden,Election Day,6720,Commissioner Of Agriculture,6647,73
Camden,Provisional,9,Commissioner Of Agriculture,9,0
Candler,Absentee by Mail,108,Commissioner Of Agriculture,106,2
Candler,Advance in Person,835,Commissioner Of Agriculture,829,6
Candler,Election Day,1258,Commissioner Of Agriculture,1247,11
Candler,Provisional,0,Commissioner Of Agriculture,0,0
Carroll,Absentee by Mail,845,Commissioner Of Agriculture,835,10
Carroll,Advance in Person,7673,Commissioner Of Agriculture,7591,82
Carroll,Election Day,17495,Commissioner Of Agriculture,17377,118
Carroll,Provisional,53,Commissioner Of Agriculture,52,1
Catoosa,Absentee by Mail,456,Commissioner Of Agriculture,443,13
Catoosa,Advance in Person,4909,Commissioner Of Agriculture,4854,55
Catoosa,Election Day,8541,Commissioner Of Agriculture,8416,125
Catoosa,Provisional,14,Commissioner Of Agriculture,14,0
Charlton,Absentee by Mail,80,Commissioner Of Agriculture,80,0
Charlton,Advance in Person,684,Commissioner Of Agriculture,684,0
Charlton,Election Day,1247,Commissioner Of Agriculture,1235,12
Charlton,Provisional,4,Commissioner Of Agriculture,4,0
Chatham,Absentee by Mail,2948,Commissioner Of Agriculture,2855,93
Chatham,Advance in Person,17241,Commissioner Of Agriculture,17072,169
Chatham,Election Day,48480,Commissioner Of Agriculture,47793,687
Chatham,Provisional,55,Commissioner Of Agriculture,54,1
Chattahoochee,Absentee by Mail,22,Commissioner Of Agriculture,22,0
Chattahoochee,Advance in Person,196,Commissioner Of Agriculture,192,4
Chattahoochee,Election Day,481,Commissioner Of Agriculture,474,7
Chattahoochee,Provisional,2,Commissioner Of Agriculture,2,0
Chattooga,Absentee by Mail,107,Commissioner Of Agriculture,103,4
Chattooga,Advance in Person,1625,Commissioner Of Agriculture,1587,38
Chattooga,Election Day,3090,Commissioner Of Agriculture,3050,40
Chattooga,Provisional,2,Commissioner Of Agriculture,2,0
Cherokee,Absentee by Mail,2440,Commissioner Of Agriculture,2356,84
Cherokee,Advance in Person,23437,Commissioner Of Agriculture,22985,452
Cherokee,Election Day,40811,Commissioner Of Agriculture,39997,814
Cherokee,Provisional,31,Commissioner Of Agriculture,29,2
Clarke,Absentee by Mail,1152,Commissioner Of Agriculture,1117,35
Clarke,Advance in Person,7332,Commissioner Of Agriculture,7177,155
Clarke,Election Day,16976,Commissioner Of Agriculture,16529,447
Clarke,Provisional,76,Commissioner Of Agriculture,70,6
Clay,Absentee by Mail,90,Commissioner Of Agriculture,86,4
Clay,Advance in Person,244,Commissioner Of Agriculture,241,3
Clay,Election Day,602,Commissioner Of Agriculture,595,7
Clay,Provisional,1,Commissioner Of Agriculture,1,0
Clayton,Absentee by Mail,1772,Commissioner Of Agriculture,1742,30
Clayton,Advance in Person,25878,Commissioner Of Agriculture,25571,307
Clayton,Election Day,34794,Commissioner Of Agriculture,34422,372
Clayton,Provisional,66,Commissioner Of Agriculture,63,3
Clinch,Absentee by Mail,53,Commissioner Of Agriculture,50,3
Clinch,Advance in Person,340,Commissioner Of Agriculture,336,4
Clinch,Election Day,777,Commissioner Of Agriculture,777,0
Clinch,Provisional,2,Commissioner Of Agriculture,2,0
Cobb,Absentee by Mail,10616,Commissioner Of Agriculture,10273,343
Cobb,Advance in Person,58755,Commissioner Of Agriculture,57739,1016
Cobb,Election Day,143123,Commissioner Of Agriculture,139610,3513
Cobb,Provisional,581,Commissioner Of Agriculture,559,22
Coffee,Absentee by Mail,328,Commissioner Of Agriculture,325,3
Coffee,Advance in Person,3477,Commissioner Of Agriculture,3452,25
Coffee,Election Day,4390,Commissioner Of Agriculture,4342,48
Coffee,Provisional,7,Commissioner Of Agriculture,7,0
Colquitt,Absentee by Mail,172,Commissioner Of Agriculture,169,3
Colquitt,Advance in Person,2409,Commissioner Of Agriculture,2400,9
Colquitt,Election Day,5359,Commissioner Of Agriculture,5351,8
Colquitt,Provisional,4,Commissioner Of Agriculture,4,0
Columbia,Absentee by Mail,1698,Commissioner Of Agriculture,1666,32
Columbia,Advance in Person,11710,Commissioner Of Agriculture,11624,86
Columbia,Election Day,26403,Commissioner Of Agriculture,26190,213
Columbia,Provisional,10,Commissioner Of Agriculture,10,0
Cook,Absentee by Mail,113,Commissioner Of Agriculture,112,1
Cook,Advance in Person,1115,Commissioner Of Agriculture,1115,0
Cook,Election Day,2316,Commissioner Of Agriculture,2305,11
Cook,Provisional,0,Commissioner Of Agriculture,0,0
Coweta,Absentee by Mail,1733,Commissioner Of Agriculture,1699,34
Coweta,Advance in Person,9167,Commissioner Of Agriculture,9068,99
Coweta,Election Day,26256,Commissioner Of Agriculture,25984,272
Coweta,Provisional,15,Commissioner Of Agriculture,15,0
Crawford,Absentee by Mail,146,Commissioner Of Agriculture,145,1
Crawford,Advance in Person,1092,Commissioner Of Agriculture,1063,29
Crawford,Election Day,2012,Commissioner Of Agriculture,1987,25
Crawford,Provisional,4,Commissioner Of Agriculture,4,0
Crisp,Absentee by Mail,169,Commissioner Of Agriculture,164,5
Crisp,Advance in Person,2060,Commissioner Of Agriculture,2041,19
Crisp,Election Day,2752,Commissioner Of Agriculture,2716,36
Crisp,Provisional,2,Commissioner Of Agriculture,2,0
Dade,Absentee by Mail,114,Commissioner Of Agriculture,109,5
Dade,Advance in Person,1030,Commissioner Of Agriculture,996,34
Dade,Election Day,2283,Commissioner Of Agriculture,2207,76
Dade,Provisional,9,Commissioner Of Agriculture,9,0
Dawson,Absentee by Mail,311,Commissioner Of Agriculture,305,6
Dawson,Advance in Person,3231,Commissioner Of Agriculture,3183,48
Dawson,Election Day,3731,Commissioner Of Agriculture,3680,51
Dawson,Provisional,11,Commissioner Of Agriculture,10,1
DeKalb,Absentee by Mail,8280,Commissioner Of Agriculture,7888,392
DeKalb,Advance in Person,72480,Commissioner Of Agriculture,70884,1596
DeKalb,Election Day,129376,Commissioner Of Agriculture,125560,3816
DeKalb,Provisional,503,Commissioner Of Agriculture,477,26
Decatur,Absentee by Mail,269,Commissioner Of Agriculture,262,7
Decatur,Advance in Person,1985,Commissioner Of Agriculture,1978,7
Decatur,Election Day,3820,Commissioner Of Agriculture,3780,40
Decatur,Provisional,5,Commissioner Of Agriculture,4,1
Dodge,Absentee by Mail,219,Commissioner Of Agriculture,216,3
Dodge,Advance in Person,1690,Commissioner Of Agriculture,1662,28
Dodge,Election Day,3173,Commissioner Of Agriculture,3143,30
Dodge,Provisional,0,Commissioner Of Agriculture,0,0
Dooly,Absentee by Mail,68,Commissioner Of Agriculture,66,2
Dooly,Advance in Person,834,Commissioner Of Agriculture,808,26
Dooly,Election Day,1783,Commissioner Of Agriculture,1752,31
Dooly,Provisional,0,Commissioner Of Agriculture,0,0
Dougherty,Absentee by Mail,1050,Commissioner Of Agriculture,1038,12
Dougherty,Advance in Person,6272,Commissioner Of Agriculture,6153,119
Dougherty,Election Day,16148,Commissioner Of Agriculture,15973,175
Dougherty,Provisional,41,Commissioner Of Agriculture,40,1
Douglas,Absentee by Mail,1308,Commissioner Of Agriculture,1282,26
Douglas,Advance in Person,15797,Commissioner Of Agriculture,15648,149
Douglas,Election Day,20398,Commissioner Of Agriculture,20270,128
Douglas,Provisional,27,Commissioner Of Agriculture,27,0
Early,Absentee by Mail,140,Commissioner Of Agriculture,135,5
Early,Advance in Person,890,Commissioner Of Agriculture,877,13
Early,Election Day,2163,Commissioner Of Agriculture,2163,0
Early,Provisional,3,Commissioner Of Agriculture,3,0
Echols,Absentee by Mail,19,Commissioner Of Agriculture,19,0
Echols,Advance in Person,243,Commissioner Of Agriculture,243,0
Echols,Election Day,361,Commissioner Of Agriculture,357,4
Echols,Provisional,0,Commissioner Of Agriculture,0,0
Effingham,Absentee by Mail,373,Commissioner Of Agriculture,362,11
Effingham,Advance in Person,3036,Commissioner Of Agriculture,3024,12
Effingham,Election Day,9204,Commissioner Of Agriculture,9123,81
Effingham,Provisional,10,Commissioner Of Agriculture,10,0
Elbert,Absentee by Mail,219,Commissioner Of Agriculture,217,2
Elbert,Advance in Person,1841,Commissioner Of Agriculture,1829,12
Elbert,Election Day,2632,Commissioner Of Agriculture,2615,17
Elbert,Provisional,11,Commissioner Of Agriculture,11,0
Emanuel,Absentee by Mail,213,Commissioner Of Agriculture,205,8
Emanuel,Advance in Person,1187,Commissioner Of Agriculture,1156,31
Emanuel,Election Day,3581,Commissioner Of Agriculture,3518,63
Emanuel,Provisional,1,Commissioner Of Agriculture,1,0
Evans,Absentee by Mail,122,Commissioner Of Agriculture,118,4
Evans,Advance in Person,921,Commissioner Of Agriculture,906,15
Evans,Election Day,1107,Commissioner Of Agriculture,1091,16
Evans,Provisional,0,Commissioner Of Agriculture,0,0
Fannin,Absentee by Mail,417,Commissioner Of Agriculture,410,7
Fannin,Advance in Person,2268,Commissioner Of Agriculture,2228,40
Fannin,Election Day,4216,Commissioner Of Agriculture,4133,83
Fannin,Provisional,3,Commissioner Of Agriculture,2,1
Fayette,Absentee by Mail,1272,Commissioner Of Agriculture,1236,36
Fayette,Advance in Person,18189,Commissioner Of Agriculture,17858,331
Fayette,Election Day,22606,Commissioner Of Agriculture,22201,405
Fayette,Provisional,13,Commissioner Of Agriculture,13,0
Floyd,Absentee by Mail,771,Commissioner Of Agriculture,750,21
Floyd,Advance in Person,5763,Commissioner Of Agriculture,5677,86
Floyd,Election Day,14210,Commissioner Of Agriculture,14015,195
Floyd,Provisional,78,Commissioner Of Agriculture,75,3
Forsyth,Absentee by Mail,1655,Commissioner Of Agriculture,1595,60
Forsyth,Advance in Person,22647,Commissioner Of Agriculture,22254,393
Forsyth,Election Day,32220,Commissioner Of Agriculture,31694,526
Forsyth,Provisional,48,Commissioner Of Agriculture,45,3
Franklin,Absentee by Mail,198,Commissioner Of Agriculture,192,6
Franklin,Advance in Person,1077,Commissioner Of Agriculture,1077,0
Franklin,Election Day,3454,Commissioner Of Agriculture,3447,7
Franklin,Provisional,1,Commissioner Of Agriculture,1,0
Fulton,Absentee by Mail,8864,Commissioner Of Agriculture,8522,342
Fulton,Advance in Person,87201,Commissioner Of Agriculture,85086,2115
Fulton,Election Day,167468,Commissioner Of Agriculture,162594,4874
Fulton,Provisional,2135,Commissioner Of Agriculture,2037,98
Gilmer,Absentee by Mail,378,Commissioner Of Agriculture,375,3
Gilmer,Advance in Person,2578,Commissioner Of Agriculture,2528,50
Gilmer,Election Day,4854,Commissioner Of Agriculture,4769,85
Gilmer,Provisional,16,Commissioner Of Agriculture,16,0
Glascock,Absentee by Mail,36,Commissioner Of Agriculture,34,2
Glascock,Advance in Person,211,Commissioner Of Agriculture,209,2
Glascock,Election Day,542,Commissioner Of Agriculture,533,9
Glascock,Provisional,0,Commissioner Of Agriculture,0,0
Glynn,Absentee by Mail,883,Commissioner Of Agriculture,869,14
Glynn,Advance in Person,7098,Commissioner Of Agriculture,6992,106
Glynn,Election Day,12102,Commissioner Of Agriculture,11930,172
Glynn,Provisional,36,Commissioner Of Agriculture,35,1
Gordon,Absentee by Mail,370,Commissioner Of Agriculture,363,7
Gordon,Advance in Person,2666,Commissioner Of Agriculture,2596,70
Gordon,Election Day,7273,Commissioner Of Agriculture,7143,130
Gordon,Provisional,16,Commissioner Of Agriculture,14,2
Grady,Absentee by Mail,157,Commissioner Of Agriculture,155,2
Grady,Advance in Person,1854,Commissioner Of Agriculture,1830,24
Grady,Election Day,3548,Commissioner Of Agriculture,3514,34
Grady,Provisional,6,Commissioner Of Agriculture,6,0
Greene,Absentee by Mail,538,Commissioner Of Agriculture,528,10
Greene,Advance in Person,3068,Commissioner Of Agriculture,3044,24
Greene,Election Day,2907,Commissioner Of Agriculture,2860,47
Greene,Provisional,10,Commissioner Of Agriculture,10,0
Gwinnett,Absentee by Mail,8170,Commissioner Of Agriculture,7954,216
Gwinnett,Advance in Person,47244,Commissioner Of Agriculture,46531,713
Gwinnett,Election Day,141636,Commissioner Of Agriculture,139164,2472
Gwinnett,Provisional,1155,Commissioner Of Agriculture,1123,32
Habersham,Absentee by Mail,704,Commissioner Of Agriculture,698,6
Habersham,Advance in Person,5381,Commissioner Of Agriculture,5305,76
Habersham,Election Day,3529,Commissioner Of Agriculture,3507,22
Habersham,Provisional,34,Commissioner Of Agriculture,31,3
Hall,Absentee by Mail,2074,Commissioner Of Agriculture,2024,50
Hall,Advance in Person,12299,Commissioner Of Agriculture,12082,217
Hall,Election Day,29428,Commissioner Of Agriculture,28990,438
Hall,Provisional,42,Commissioner Of Agriculture,41,1
Hancock,Absentee by Mail,283,Commissioner Of Agriculture,277,6
Hancock,Advance in Person,839,Commissioner Of Agriculture,806,33
Hancock,Election Day,1257,Commissioner Of Agriculture,1239,18
Hancock,Provisional,19,Commissioner Of Agriculture,17,2
Haralson,Absentee by Mail,262,Commissioner Of Agriculture,259,3
Haralson,Advance in Person,1563,Commissioner Of Agriculture,1545,18
Haralson,Election Day,4986,Commissioner Of Agriculture,4958,28
Haralson,Provisional,2,Commissioner Of Agriculture,2,0
Harris,Absentee by Mail,493,Commissioner Of Agriculture,484,9
Harris,Advance in Person,2950,Commissioner Of Agriculture,2760,190
Harris,Election Day,6803,Commissioner Of Agriculture,6753,50
Harris,Provisional,2,Commissioner Of Agriculture,2,0
Hart,Absentee by Mail,287,Commissioner Of Agriculture,282,5
Hart,Advance in Person,2309,Commissioner Of Agriculture,2248,61
Hart,Election Day,4185,Commissioner Of Agriculture,4155,30
Hart,Provisional,1,Commissioner Of Agriculture,1,0
Heard,Absentee by Mail,157,Commissioner Of Agriculture,155,2
Heard,Advance in Person,552,Commissioner Of Agriculture,541,11
Heard,Election Day,1772,Commissioner Of Agriculture,1745,27
Heard,Provisional,0,Commissioner Of Agriculture,0,0
Henry,Absentee by Mail,2016,Commissioner Of Agriculture,1991,25
Henry,Advance in Person,29231,Commissioner Of Agriculture,28958,273
Henry,Election Day,31732,Commissioner Of Agriculture,31467,265
Henry,Provisional,102,Commissioner Of Agriculture,102,0
Houston,Absentee by Mail,1431,Commissioner Of Agriculture,1400,31
Houston,Advance in Person,16400,Commissioner Of Agriculture,16256,144
Houston,Election Day,19454,Commissioner Of Agriculture,19269,185
Houston,Provisional,62,Commissioner Of Agriculture,56,6
Irwin,Absentee by Mail,61,Commissioner Of Agriculture,60,1
Irwin,Advance in Person,719,Commissioner Of Agriculture,701,18
Irwin,Election Day,1581,Commissioner Of Agriculture,1566,15
Irwin,Provisional,3,Commissioner Of Agriculture,2,1
Jackson,Absentee by Mail,495,Commissioner Of Agriculture,491,4
Jackson,Advance in Person,5419,Commissioner Of Agriculture,5378,41
Jackson,Election Day,10060,Commissioner Of Agriculture,10023,37
